id,gene,gene_link,full_name,diseases,diseases_link,no_of_snps
1620,PVRL2,https://www.snpedia.com/index.php/PVRL2,poliovirus receptor-related 2 (herpesvirus entry mediator B),PVRL2,http://diseases.jensenlab.org/Search?query=PVRL2,0
1621,PXK,https://www.snpedia.com/index.php/PXK,PX domain containing serine/threonine kinase,PXK,http://diseases.jensenlab.org/Search?query=PXK,4
1622,PYGM,https://www.snpedia.com/index.php/PYGM,null,PYGM,http://diseases.jensenlab.org/Search?query=PYGM,68
1623,QDPR,https://www.snpedia.com/index.php/QDPR,quinoid dihydropteridine reductase,QDPR,http://diseases.jensenlab.org/Search?query=QDPR,6
1624,QRICH2,https://www.snpedia.com/index.php/QRICH2,null,QRICH2,http://diseases.jensenlab.org/Search?query=QRICH2,1
1625,RAB11FIP2,https://www.snpedia.com/index.php/RAB11FIP2,null,RAB11FIP2,http://diseases.jensenlab.org/Search?query=RAB11FIP2,0
1626,RAB27A,https://www.snpedia.com/index.php/RAB27A,null,RAB27A,http://diseases.jensenlab.org/Search?query=RAB27A,10
1627,RAB32,https://www.snpedia.com/index.php/RAB32,null,RAB32,http://diseases.jensenlab.org/Search?query=RAB32,0
1628,RAB6B,https://www.snpedia.com/index.php/RAB6B,"RAB6B, member RAS oncogene family",RAB6B,http://diseases.jensenlab.org/Search?query=RAB6B,2
1629,RAD50,https://www.snpedia.com/index.php/RAD50,RAD50 homolog (S. cerevisiae),RAD50,http://diseases.jensenlab.org/Search?query=RAD50,95
1630,RAD51C,https://www.snpedia.com/index.php/RAD51C,RAD51 paralog C,RAD51C,http://diseases.jensenlab.org/Search?query=RAD51C,55
1631,RAD51D,https://www.snpedia.com/index.php/RAD51D,null,RAD51D,http://diseases.jensenlab.org/Search?query=RAD51D,37
1632,RAD51L1,https://www.snpedia.com/index.php/RAD51L1,null,RAD51L1,http://diseases.jensenlab.org/Search?query=RAD51L1,0
1633,RAD52,https://www.snpedia.com/index.php/RAD52,RAD52 homolog (S. cerevisiae),RAD52,http://diseases.jensenlab.org/Search?query=RAD52,6
1634,RAF1,https://www.snpedia.com/index.php/RAF1,null,RAF1,http://diseases.jensenlab.org/Search?query=RAF1,41
1635,RANBP1,https://www.snpedia.com/index.php/RANBP1,RAN binding protein 1,RANBP1,http://diseases.jensenlab.org/Search?query=RANBP1,2
1636,RAP1A,https://www.snpedia.com/index.php/RAP1A,null,RAP1A,http://diseases.jensenlab.org/Search?query=RAP1A,4
1637,RAPSN,https://www.snpedia.com/index.php/RAPSN,receptor-associated protein of the synapse,RAPSN,http://diseases.jensenlab.org/Search?query=RAPSN,20
1638,RARG,https://www.snpedia.com/index.php/RARG,"retinoic acid receptor, gamma",RARG,http://diseases.jensenlab.org/Search?query=RARG,2
1639,RARRES2,https://www.snpedia.com/index.php/RARRES2,retinoic acid receptor responder (tazarotene induced) 2,RARRES2,http://diseases.jensenlab.org/Search?query=RARRES2,3
1640,RASGRP1,https://www.snpedia.com/index.php/RASGRP1,RAS guanyl releasing protein 1 (calcium and DAG-regulated),RASGRP1,http://diseases.jensenlab.org/Search?query=RASGRP1,3
1641,RASSF1,https://www.snpedia.com/index.php/RASSF1,null,RASSF1,http://diseases.jensenlab.org/Search?query=RASSF1,2
1642,RB1,https://www.snpedia.com/index.php/RB1,retinoblastoma 1,RB1,http://diseases.jensenlab.org/Search?query=RB1,130
1643,RBFOX1,https://www.snpedia.com/index.php/RBFOX1,"RNA binding protein, fox-1 homolog (C. elegans) 1",RBFOX1,http://diseases.jensenlab.org/Search?query=RBFOX1,33
1644,RBPJ,https://www.snpedia.com/index.php/RBPJ,recombination signal binding protein for immunoglobulin kappa J region,RBPJ,http://diseases.jensenlab.org/Search?query=RBPJ,2
1645,RCAN1,https://www.snpedia.com/index.php/RCAN1,regulator of calcineurin 1,RCAN1,http://diseases.jensenlab.org/Search?query=RCAN1,3
1646,RDH12,https://www.snpedia.com/index.php/RDH12,null,RDH12,http://diseases.jensenlab.org/Search?query=RDH12,19
1647,RDX,https://www.snpedia.com/index.php/RDX,radixin,RDX,http://diseases.jensenlab.org/Search?query=RDX,4
1648,REL,https://www.snpedia.com/index.php/REL,v-rel avian reticuloendotheliosis viral oncogene homolog,REL,http://diseases.jensenlab.org/Search?query=REL,5
1649,RELN,https://www.snpedia.com/index.php/RELN,reelin,RELN,http://diseases.jensenlab.org/Search?query=RELN,36
1650,RET,https://www.snpedia.com/index.php/RET,null,RET,http://diseases.jensenlab.org/Search?query=RET,107
1651,RFTN1P1,https://www.snpedia.com/index.php/RFTN1P1,null,RFTN1P1,http://diseases.jensenlab.org/Search?query=RFTN1P1,16
1652,RFWD3,https://www.snpedia.com/index.php/RFWD3,ring finger and WD repeat domain 3,RFWD3,http://diseases.jensenlab.org/Search?query=RFWD3,2
1653,RGS1,https://www.snpedia.com/index.php/RGS1,regulator of G-protein signaling 1,RGS1,http://diseases.jensenlab.org/Search?query=RGS1,0
1654,RGS2,https://www.snpedia.com/index.php/RGS2,"regulator of G-protein signaling 2, 24kDa",RGS2,http://diseases.jensenlab.org/Search?query=RGS2,5
1655,RGS4,https://www.snpedia.com/index.php/RGS4,regulator of G-protein signaling 4,RGS4,http://diseases.jensenlab.org/Search?query=RGS4,4
1656,RGS6,https://www.snpedia.com/index.php/RGS6,regulator of G-protein signaling 6,RGS6,http://diseases.jensenlab.org/Search?query=RGS6,11
1657,RGS7,https://www.snpedia.com/index.php/RGS7,regulator of G-protein signaling 7,RGS7,http://diseases.jensenlab.org/Search?query=RGS7,11
1658,RGS9,https://www.snpedia.com/index.php/RGS9,regulator of G-protein signaling 9,RGS9,http://diseases.jensenlab.org/Search?query=RGS9,7
1659,RHCE,https://www.snpedia.com/index.php/RHCE,"Rh blood group, CcEe antigens",RHCE,http://diseases.jensenlab.org/Search?query=RHCE,6
1660,RHD,https://www.snpedia.com/index.php/RHD,"Rh blood group, D antigen",RHD,http://diseases.jensenlab.org/Search?query=RHD,4
1661,RHO,https://www.snpedia.com/index.php/RHO,rhodopsin,RHO,http://diseases.jensenlab.org/Search?query=RHO,51
1662,RHOD,https://www.snpedia.com/index.php/RHOD,"ras homolog gene family, member D",RHOD,http://diseases.jensenlab.org/Search?query=RHOD,1
1663,RIMS1,https://www.snpedia.com/index.php/RIMS1,null,RIMS1,http://diseases.jensenlab.org/Search?query=RIMS1,4
1664,RIPK1,https://www.snpedia.com/index.php/RIPK1,null,RIPK1,http://diseases.jensenlab.org/Search?query=RIPK1,1
1665,RIPK2,https://www.snpedia.com/index.php/RIPK2,null,RIPK2,http://diseases.jensenlab.org/Search?query=RIPK2,1
1666,RLN3,https://www.snpedia.com/index.php/RLN3,relaxin 3,RLN3,http://diseases.jensenlab.org/Search?query=RLN3,1
1667,RMRP,https://www.snpedia.com/index.php/RMRP,null,RMRP,http://diseases.jensenlab.org/Search?query=RMRP,23
1668,RN18S2P,https://www.snpedia.com/index.php/RN18S2P,null,RN18S2P,http://diseases.jensenlab.org/Search?query=RN18S2P,0
1669,RNASEH2CP1,https://www.snpedia.com/index.php/RNASEH2CP1,null,RNASEH2CP1,http://diseases.jensenlab.org/Search?query=RNASEH2CP1,2
1670,RNASEL,https://www.snpedia.com/index.php/RNASEL,null,RNASEL,http://diseases.jensenlab.org/Search?query=RNASEL,10
1671,RNLS,https://www.snpedia.com/index.php/RNLS,"renalase, FAD-dependent amine oxidase",RNLS,http://diseases.jensenlab.org/Search?query=RNLS,4
1672,RORA,https://www.snpedia.com/index.php/RORA,RAR-related orphan receptor A,RORA,http://diseases.jensenlab.org/Search?query=RORA,34
1673,RPE65,https://www.snpedia.com/index.php/RPE65,null,RPE65,http://diseases.jensenlab.org/Search?query=RPE65,25
1674,RPL21,https://www.snpedia.com/index.php/RPL21,ribosomal protein L21,RPL21,http://diseases.jensenlab.org/Search?query=RPL21,1
1675,RPS4Y1,https://www.snpedia.com/index.php/RPS4Y1,null,RPS4Y1,http://diseases.jensenlab.org/Search?query=RPS4Y1,13
1676,RPS4Y2,https://www.snpedia.com/index.php/RPS4Y2,null,RPS4Y2,http://diseases.jensenlab.org/Search?query=RPS4Y2,6
1677,RPS6KA4,https://www.snpedia.com/index.php/RPS6KA4,null,RPS6KA4,http://diseases.jensenlab.org/Search?query=RPS6KA4,2
1678,RRM2B,https://www.snpedia.com/index.php/RRM2B,null,RRM2B,http://diseases.jensenlab.org/Search?query=RRM2B,43
1679,RTEL1,https://www.snpedia.com/index.php/RTEL1,null,RTEL1,http://diseases.jensenlab.org/Search?query=RTEL1,40
1680,RUNDC3B,https://www.snpedia.com/index.php/RUNDC3B,RUN domain containing 3B,RUNDC3B,http://diseases.jensenlab.org/Search?query=RUNDC3B,4
1681,RUNX1,https://www.snpedia.com/index.php/RUNX1,runt-related transcription factor 1,RUNX1,http://diseases.jensenlab.org/Search?query=RUNX1,26
1682,RWDD3,https://www.snpedia.com/index.php/RWDD3,null,RWDD3,http://diseases.jensenlab.org/Search?query=RWDD3,0
1683,RXRG,https://www.snpedia.com/index.php/RXRG,retinoid X receptor gamma,RXRG,http://diseases.jensenlab.org/Search?query=RXRG,11
1684,RYR1,https://www.snpedia.com/index.php/RYR1,ryanodine receptor 1 (skeletal),RYR1,http://diseases.jensenlab.org/Search?query=RYR1,229
1685,RYR2,https://www.snpedia.com/index.php/RYR2,ryanodine receptor 2 (cardiac),RYR2,http://diseases.jensenlab.org/Search?query=RYR2,161
1686,RYR3,https://www.snpedia.com/index.php/RYR3,ryanodine receptor 3,RYR3,http://diseases.jensenlab.org/Search?query=RYR3,3
1687,SACS,https://www.snpedia.com/index.php/SACS,null,SACS,http://diseases.jensenlab.org/Search?query=SACS,115
1688,SAMM50,https://www.snpedia.com/index.php/SAMM50,SAMM50 sorting and assembly machinery component,SAMM50,http://diseases.jensenlab.org/Search?query=SAMM50,5
1689,SARDH,https://www.snpedia.com/index.php/SARDH,sarcosine dehydrogenase,SARDH,http://diseases.jensenlab.org/Search?query=SARDH,5
1690,SART1,https://www.snpedia.com/index.php/SART1,squamous cell carcinoma antigen recognized by T-cells 1,SART1,http://diseases.jensenlab.org/Search?query=SART1,4
1691,SBF2,https://www.snpedia.com/index.php/SBF2,null,SBF2,http://diseases.jensenlab.org/Search?query=SBF2,17
1692,SCARB1,https://www.snpedia.com/index.php/SCARB1,"scavenger receptor class B, member 1",SCARB1,http://diseases.jensenlab.org/Search?query=SCARB1,14
1693,SCG3,https://www.snpedia.com/index.php/SCG3,secretogranin III,SCG3,http://diseases.jensenlab.org/Search?query=SCG3,3
1694,SCN10A,https://www.snpedia.com/index.php/SCN10A,"sodium channel, voltage-gated, type X, alpha subunit",SCN10A,http://diseases.jensenlab.org/Search?query=SCN10A,10
1695,SCN11A,https://www.snpedia.com/index.php/SCN11A,"sodium channel, voltage-gated, type XI, alpha subunit",SCN11A,http://diseases.jensenlab.org/Search?query=SCN11A,10
1696,SCN1A,https://www.snpedia.com/index.php/SCN1A,"sodium channel, voltage-gated, type I, alpha subunit",SCN1A,http://diseases.jensenlab.org/Search?query=SCN1A,552
1697,SCN1B,https://www.snpedia.com/index.php/SCN1B,"sodium channel, voltage-gated, type I, beta subunit",SCN1B,http://diseases.jensenlab.org/Search?query=SCN1B,17
1698,SCN2A,https://www.snpedia.com/index.php/SCN2A,"sodium channel, voltage-gated, type II, alpha subunit",SCN2A,http://diseases.jensenlab.org/Search?query=SCN2A,140
1699,SCN2B,https://www.snpedia.com/index.php/SCN2B,"sodium channel, voltage-gated, type II, beta subunit",SCN2B,http://diseases.jensenlab.org/Search?query=SCN2B,4
1700,SCN3A,https://www.snpedia.com/index.php/SCN3A,"sodium channel, voltage-gated, type III, alpha subunit",SCN3A,http://diseases.jensenlab.org/Search?query=SCN3A,6
1701,SCN3B,https://www.snpedia.com/index.php/SCN3B,"sodium channel, voltage-gated, type III, beta subunit",SCN3B,http://diseases.jensenlab.org/Search?query=SCN3B,6
1702,SCN4A,https://www.snpedia.com/index.php/SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit",SCN4A,http://diseases.jensenlab.org/Search?query=SCN4A,55
1703,SCN4B,https://www.snpedia.com/index.php/SCN4B,"sodium channel, voltage-gated, type IV, beta subunit",SCN4B,http://diseases.jensenlab.org/Search?query=SCN4B,4
1704,SCN5A,https://www.snpedia.com/index.php/SCN5A,"sodium channel, voltage-gated, type V, alpha subunit",SCN5A,http://diseases.jensenlab.org/Search?query=SCN5A,595
1705,SCN7A,https://www.snpedia.com/index.php/SCN7A,"sodium channel, voltage-gated, type VII, alpha subunit",SCN7A,http://diseases.jensenlab.org/Search?query=SCN7A,3
1706,SCN8A,https://www.snpedia.com/index.php/SCN8A,"sodium channel, voltage gated, type VIII, alpha subunit",SCN8A,http://diseases.jensenlab.org/Search?query=SCN8A,81
1707,SCN9A,https://www.snpedia.com/index.php/SCN9A,"sodium channel, voltage-gated, type IX, alpha subunit",SCN9A,http://diseases.jensenlab.org/Search?query=SCN9A,52
1708,SCO2,https://www.snpedia.com/index.php/SCO2,SCO2 cytochrome c oxidase assembly protein,SCO2,http://diseases.jensenlab.org/Search?query=SCO2,58
1709,SCYL1BP1,https://www.snpedia.com/index.php/SCYL1BP1,null,SCYL1BP1,http://diseases.jensenlab.org/Search?query=SCYL1BP1,0
1710,SDC2,https://www.snpedia.com/index.php/SDC2,null,SDC2,http://diseases.jensenlab.org/Search?query=SDC2,2
1711,SDHAF2,https://www.snpedia.com/index.php/SDHAF2,null,SDHAF2,http://diseases.jensenlab.org/Search?query=SDHAF2,3
1712,SDHB,https://www.snpedia.com/index.php/SDHB,null,SDHB,http://diseases.jensenlab.org/Search?query=SDHB,77
1713,SDHC,https://www.snpedia.com/index.php/SDHC,null,SDHC,http://diseases.jensenlab.org/Search?query=SDHC,17
1714,SDHD,https://www.snpedia.com/index.php/SDHD,null,SDHD,http://diseases.jensenlab.org/Search?query=SDHD,46
1715,SEC11B,https://www.snpedia.com/index.php/SEC11B,"SEC11 homolog B, pseudogene (S. cerevisiae)",SEC11B,http://diseases.jensenlab.org/Search?query=SEC11B,0
1716,SEC61B,https://www.snpedia.com/index.php/SEC61B,null,SEC61B,http://diseases.jensenlab.org/Search?query=SEC61B,2
1717,SELE,https://www.snpedia.com/index.php/SELE,null,SELE,http://diseases.jensenlab.org/Search?query=SELE,7
1718,SELL,https://www.snpedia.com/index.php/SELL,selectin L,SELL,http://diseases.jensenlab.org/Search?query=SELL,5
1719,SEMA3E,https://www.snpedia.com/index.php/SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",SEMA3E,http://diseases.jensenlab.org/Search?query=SEMA3E,1
1720,SEPSECS,https://www.snpedia.com/index.php/SEPSECS,null,SEPSECS,http://diseases.jensenlab.org/Search?query=SEPSECS,7
1721,SERBP1P2,https://www.snpedia.com/index.php/SERBP1P2,null,SERBP1P2,http://diseases.jensenlab.org/Search?query=SERBP1P2,0
1722,SERPINA1,https://www.snpedia.com/index.php/SERPINA1,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1",SERPINA1,http://diseases.jensenlab.org/Search?query=SERPINA1,59
1723,SERPINA3,https://www.snpedia.com/index.php/SERPINA3,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3",SERPINA3,http://diseases.jensenlab.org/Search?query=SERPINA3,6
1724,SERPINC1,https://www.snpedia.com/index.php/SERPINC1,serpin family C member 1,SERPINC1,http://diseases.jensenlab.org/Search?query=SERPINC1,45
1725,SERPINE1,https://www.snpedia.com/index.php/SERPINE1,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1",SERPINE1,http://diseases.jensenlab.org/Search?query=SERPINE1,16
1726,SERPINF1,https://www.snpedia.com/index.php/SERPINF1,null,SERPINF1,http://diseases.jensenlab.org/Search?query=SERPINF1,16
1727,SERPING1,https://www.snpedia.com/index.php/SERPING1,null,SERPING1,http://diseases.jensenlab.org/Search?query=SERPING1,37
1728,SETD1A,https://www.snpedia.com/index.php/SETD1A,SET domain containing 1A,SETD1A,http://diseases.jensenlab.org/Search?query=SETD1A,10
1729,SEZ6,https://www.snpedia.com/index.php/SEZ6,null,SEZ6,http://diseases.jensenlab.org/Search?query=SEZ6,1
1730,SEZ6L,https://www.snpedia.com/index.php/SEZ6L,seizure related 6 homolog (mouse)-like,SEZ6L,http://diseases.jensenlab.org/Search?query=SEZ6L,6
1731,SF3B1,https://www.snpedia.com/index.php/SF3B1,"splicing factor 3b, subunit 1, 155kDa",SF3B1,http://diseases.jensenlab.org/Search?query=SF3B1,9
1732,SFR1,https://www.snpedia.com/index.php/SFR1,SWI5-dependent recombination repair 1,SFR1,http://diseases.jensenlab.org/Search?query=SFR1,1
1733,SGCA,https://www.snpedia.com/index.php/SGCA,"sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)",SGCA,http://diseases.jensenlab.org/Search?query=SGCA,40
1734,SGCB,https://www.snpedia.com/index.php/SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",SGCB,http://diseases.jensenlab.org/Search?query=SGCB,20
1735,SGCZ,https://www.snpedia.com/index.php/SGCZ,null,SGCZ,http://diseases.jensenlab.org/Search?query=SGCZ,8
1736,SGLT1,https://www.snpedia.com/index.php/SGLT1,null,SGLT1,http://diseases.jensenlab.org/Search?query=SGLT1,0
1737,SGSH,https://www.snpedia.com/index.php/SGSH,null,SGSH,http://diseases.jensenlab.org/Search?query=SGSH,31
1738,SH2B3,https://www.snpedia.com/index.php/SH2B3,SH2B adaptor protein 3,SH2B3,http://diseases.jensenlab.org/Search?query=SH2B3,5
1739,SH2D1A,https://www.snpedia.com/index.php/SH2D1A,null,SH2D1A,http://diseases.jensenlab.org/Search?query=SH2D1A,15
1740,SH2D2A,https://www.snpedia.com/index.php/SH2D2A,SH2 domain containing 2A,SH2D2A,http://diseases.jensenlab.org/Search?query=SH2D2A,1
1741,SH3TC2,https://www.snpedia.com/index.php/SH3TC2,SH3 domain and tetratricopeptide repeats 2,SH3TC2,http://diseases.jensenlab.org/Search?query=SH3TC2,41
1742,SHANK2,https://www.snpedia.com/index.php/SHANK2,SH3 and multiple ankyrin repeat domains 2,SHANK2,http://diseases.jensenlab.org/Search?query=SHANK2,9
1743,SHANK3,https://www.snpedia.com/index.php/SHANK3,SH3 and multiple ankyrin repeat domains 3,SHANK3,http://diseases.jensenlab.org/Search?query=SHANK3,25
1744,SHBG,https://www.snpedia.com/index.php/SHBG,sex hormone-binding globulin,SHBG,http://diseases.jensenlab.org/Search?query=SHBG,7
1745,SHFM1,https://www.snpedia.com/index.php/SHFM1,null,SHFM1,http://diseases.jensenlab.org/Search?query=SHFM1,0
1746,SHISA6,https://www.snpedia.com/index.php/SHISA6,shisa family member 6,SHISA6,http://diseases.jensenlab.org/Search?query=SHISA6,4
1747,SHMT1,https://www.snpedia.com/index.php/SHMT1,serine hydroxymethyltransferase 1 (soluble),SHMT1,http://diseases.jensenlab.org/Search?query=SHMT1,3
1748,SHMT2,https://www.snpedia.com/index.php/SHMT2,serine hydroxymethyltransferase 2 (mitochondrial),SHMT2,http://diseases.jensenlab.org/Search?query=SHMT2,0
1749,SHOX,https://www.snpedia.com/index.php/SHOX,null,SHOX,http://diseases.jensenlab.org/Search?query=SHOX,18
1750,SHROOM2P1,https://www.snpedia.com/index.php/SHROOM2P1,null,SHROOM2P1,http://diseases.jensenlab.org/Search?query=SHROOM2P1,1
1751,SHROOM3,https://www.snpedia.com/index.php/SHROOM3,null,SHROOM3,http://diseases.jensenlab.org/Search?query=SHROOM3,8
1752,SI,https://www.snpedia.com/index.php/SI,sucrase-isomaltase (alpha-glucosidase),SI,http://diseases.jensenlab.org/Search?query=SI,12
1753,SIGLEC5,https://www.snpedia.com/index.php/SIGLEC5,null,SIGLEC5,http://diseases.jensenlab.org/Search?query=SIGLEC5,1
1754,SIGMAR1,https://www.snpedia.com/index.php/SIGMAR1,sigma non-opioid intracellular receptor 1,SIGMAR1,http://diseases.jensenlab.org/Search?query=SIGMAR1,5
1755,SIK1,https://www.snpedia.com/index.php/SIK1,salt-inducible kinase 1,SIK1,http://diseases.jensenlab.org/Search?query=SIK1,6
1756,SIPA1,https://www.snpedia.com/index.php/SIPA1,signal-induced proliferation-associated 1,SIPA1,http://diseases.jensenlab.org/Search?query=SIPA1,5
1757,SIRT1,https://www.snpedia.com/index.php/SIRT1,sirtuin 1,SIRT1,http://diseases.jensenlab.org/Search?query=SIRT1,23
1758,SIX1,https://www.snpedia.com/index.php/SIX1,SIX homeobox 1,SIX1,http://diseases.jensenlab.org/Search?query=SIX1,11
1759,SIX5,https://www.snpedia.com/index.php/SIX5,SIX homeobox 5,SIX5,http://diseases.jensenlab.org/Search?query=SIX5,5
1760,SKOR1,https://www.snpedia.com/index.php/SKOR1,SKI family transcriptional corepressor 1,SKOR1,http://diseases.jensenlab.org/Search?query=SKOR1,0
1761,SLC12A3,https://www.snpedia.com/index.php/SLC12A3,"solute carrier family 12 (sodium/chloride transporters), member 3",SLC12A3,http://diseases.jensenlab.org/Search?query=SLC12A3,37
1762,SLC12A5,https://www.snpedia.com/index.php/SLC12A5,null,SLC12A5,http://diseases.jensenlab.org/Search?query=SLC12A5,3
1763,SLC12A6,https://www.snpedia.com/index.php/SLC12A6,"solute carrier family 12 (potassium/chloride transporter), member 6",SLC12A6,http://diseases.jensenlab.org/Search?query=SLC12A6,32
1764,SLC13A5,https://www.snpedia.com/index.php/SLC13A5,null,SLC13A5,http://diseases.jensenlab.org/Search?query=SLC13A5,17
1765,SLC14A1,https://www.snpedia.com/index.php/SLC14A1,"solute carrier family 14 (urea transporter), member 1 (Kidd blood group)",SLC14A1,http://diseases.jensenlab.org/Search?query=SLC14A1,6
1766,SLC15A2,https://www.snpedia.com/index.php/SLC15A2,solute carrier family 15 member 2,SLC15A2,http://diseases.jensenlab.org/Search?query=SLC15A2,5
1767,SLC16A11,https://www.snpedia.com/index.php/SLC16A11,"solute carrier family 16, member 11",SLC16A11,http://diseases.jensenlab.org/Search?query=SLC16A11,5
1768,SLC17A5,https://www.snpedia.com/index.php/SLC17A5,"solute carrier family 17 (acidic sugar transporter), member 5",SLC17A5,http://diseases.jensenlab.org/Search?query=SLC17A5,37
1769,SLC17A8,https://www.snpedia.com/index.php/SLC17A8,"solute carrier family 17 (vesicular glutamate transporter), member 8",SLC17A8,http://diseases.jensenlab.org/Search?query=SLC17A8,1
1770,SLC18A1,https://www.snpedia.com/index.php/SLC18A1,null,SLC18A1,http://diseases.jensenlab.org/Search?query=SLC18A1,7
1771,SLC18A2,https://www.snpedia.com/index.php/SLC18A2,"solute carrier family 18 (vesicular monoamine), member 2",SLC18A2,http://diseases.jensenlab.org/Search?query=SLC18A2,7
1772,SLC19A1,https://www.snpedia.com/index.php/SLC19A1,"solute carrier family 19 (folate transporter), member 1",SLC19A1,http://diseases.jensenlab.org/Search?query=SLC19A1,23
1773,SLC1A2,https://www.snpedia.com/index.php/SLC1A2,null,SLC1A2,http://diseases.jensenlab.org/Search?query=SLC1A2,17
1774,SLC22A1,https://www.snpedia.com/index.php/SLC22A1,"solute carrier family 22 (organic cation transporter), member 1",SLC22A1,http://diseases.jensenlab.org/Search?query=SLC22A1,15
1775,SLC22A3,https://www.snpedia.com/index.php/SLC22A3,"solute carrier family 22 (extraneuronal monoamine transporter), member 3",SLC22A3,http://diseases.jensenlab.org/Search?query=SLC22A3,12
1776,SLC22A4,https://www.snpedia.com/index.php/SLC22A4,"solute carrier family 22 (organic cation/ergothioneine transporter), member 4",SLC22A4,http://diseases.jensenlab.org/Search?query=SLC22A4,20
1777,SLC22A5,https://www.snpedia.com/index.php/SLC22A5,"solute carrier family 22 (organic cation/carnitine transporter), member 5",SLC22A5,http://diseases.jensenlab.org/Search?query=SLC22A5,129
1778,SLC24A4,https://www.snpedia.com/index.php/SLC24A4,null,SLC24A4,http://diseases.jensenlab.org/Search?query=SLC24A4,11
1779,SLC24A5,https://www.snpedia.com/index.php/SLC24A5,null,SLC24A5,http://diseases.jensenlab.org/Search?query=SLC24A5,8
1780,SLC25A12,https://www.snpedia.com/index.php/SLC25A12,"solute carrier family 25 (aspartate/glutamate carrier), member 12",SLC25A12,http://diseases.jensenlab.org/Search?query=SLC25A12,7
1781,SLC25A13,https://www.snpedia.com/index.php/SLC25A13,null,SLC25A13,http://diseases.jensenlab.org/Search?query=SLC25A13,24
1782,SLC25A22,https://www.snpedia.com/index.php/SLC25A22,null,SLC25A22,http://diseases.jensenlab.org/Search?query=SLC25A22,6
1783,SLC25A4,https://www.snpedia.com/index.php/SLC25A4,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4",SLC25A4,http://diseases.jensenlab.org/Search?query=SLC25A4,13
1784,SLC26A2,https://www.snpedia.com/index.php/SLC26A2,"solute carrier family 26 (anion exchanger), member 2",SLC26A2,http://diseases.jensenlab.org/Search?query=SLC26A2,56
1785,SLC26A4,https://www.snpedia.com/index.php/SLC26A4,"solute carrier family 26, member 4",SLC26A4,http://diseases.jensenlab.org/Search?query=SLC26A4,139
1786,SLC26A5,https://www.snpedia.com/index.php/SLC26A5,"solute carrier family 26 (anion exchanger), member 5",SLC26A5,http://diseases.jensenlab.org/Search?query=SLC26A5,2
1787,SLC28A3,https://www.snpedia.com/index.php/SLC28A3,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3",SLC28A3,http://diseases.jensenlab.org/Search?query=SLC28A3,8
1788,SLC2A1,https://www.snpedia.com/index.php/SLC2A1,"solute carrier family 2 (facilitated glucose transporter), member 1",SLC2A1,http://diseases.jensenlab.org/Search?query=SLC2A1,104
1789,SLC2A9,https://www.snpedia.com/index.php/SLC2A9,null,SLC2A9,http://diseases.jensenlab.org/Search?query=SLC2A9,95
1790,SLC30A8,https://www.snpedia.com/index.php/SLC30A8,"solute carrier family 30 (zinc transporter), member 8",SLC30A8,http://diseases.jensenlab.org/Search?query=SLC30A8,11
1791,SLC34A3,https://www.snpedia.com/index.php/SLC34A3,"solute carrier family 34 (type II sodium/phosphate cotransporter), member 3",SLC34A3,http://diseases.jensenlab.org/Search?query=SLC34A3,12
1792,SLC35A2,https://www.snpedia.com/index.php/SLC35A2,null,SLC35A2,http://diseases.jensenlab.org/Search?query=SLC35A2,14
1793,SLC37A4,https://www.snpedia.com/index.php/SLC37A4,null,SLC37A4,http://diseases.jensenlab.org/Search?query=SLC37A4,23
1794,SLC38A1,https://www.snpedia.com/index.php/SLC38A1,"solute carrier family 38, member 1",SLC38A1,http://diseases.jensenlab.org/Search?query=SLC38A1,0
1795,SLC39A2,https://www.snpedia.com/index.php/SLC39A2,"solute carrier family 39 (zinc transporter), member 2",SLC39A2,http://diseases.jensenlab.org/Search?query=SLC39A2,2
1796,SLC39A4,https://www.snpedia.com/index.php/SLC39A4,null,SLC39A4,http://diseases.jensenlab.org/Search?query=SLC39A4,12
1797,SLC3A1,https://www.snpedia.com/index.php/SLC3A1,null,SLC3A1,http://diseases.jensenlab.org/Search?query=SLC3A1,14
1798,SLC45A2,https://www.snpedia.com/index.php/SLC45A2,"solute carrier family 45, member 2",SLC45A2,http://diseases.jensenlab.org/Search?query=SLC45A2,27
1799,SLC4A1,https://www.snpedia.com/index.php/SLC4A1,"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)",SLC4A1,http://diseases.jensenlab.org/Search?query=SLC4A1,39
1800,SLC4A11,https://www.snpedia.com/index.php/SLC4A11,"solute carrier family 4, sodium borate transporter, member 11",SLC4A11,http://diseases.jensenlab.org/Search?query=SLC4A11,18
